date,course,off_time,race_id,winner,winner_sp,VELO_pick,VELO_result,VELO_pos,VELO_sp,VELO_pnl,VELO_tier,VELO_vp,VELO_mds,VELO_imp,VELO_place,VELO_cashrun_class,VELO_cashrun_score,VELO_rp_core_support_count,VELO_all_tipster_support_count,SPOTLIGHT_pick,SPOTLIGHT_result,SPOTLIGHT_pos,SPOTLIGHT_pnl,POSTDATA_pick,POSTDATA_result,POSTDATA_pos,POSTDATA_pnl,TOPSPEED_pick,TOPSPEED_result,TOPSPEED_pos,TOPSPEED_pnl,RP_RATINGS_pick,RP_RATINGS_result,RP_RATINGS_pos,RP_RATINGS_pnl,core_consensus_pick_count
2026-05-10,Cork,3:50,rac_11965681,Humble Brag (IRE),4.33,Jaadil,PU,PU,10.0,-1.0,C,0.1,0.0096,0.085,0.29,SUPPRESS,12.0,1,1,Humble Brag,WIN,1,3.33,Moylussa,UNMATCHED,,0.0,Maxicourt,LOSE,9,-1.0,Jaadil,PU,PU,-1.0,1
2026-05-10,Cork,4:25,rac_11957192,Doctor Du Mesnil (FR),1.22,Doctor Du Mesnil,WIN,1,1.22,0.21999999999999997,A,0.4181,0.4771,0.2705,0.9598,SUPPRESS,0.0,3,5,Doctor Du Mesnil,WIN,1,0.21999999999999997,Doctor Elvis,PLACE,2,-1.0,Doctor Du Mesnil,WIN,1,0.21999999999999997,Doctor Du Mesnil,WIN,1,0.21999999999999997,3
2026-05-10,Cork,5:00,rac_11957205,Annie Button (IRE),6.5,Three County Star,LOSE,13,12.0,-1.0,C,0.1241,0.0304,0.1845,0.3547,SUPPRESS,18.0,2,2,Only For Our Man,PLACE,2,-1.0,Three County Star,LOSE,13,-1.0,,,,0.0,Three County Star,LOSE,13,-1.0,2
2026-05-10,Cork,5:30,rac_11957218,Aine (FR),2.88,Cinating,LOSE,4,7.0,-1.0,B,0.2269,0.0914,0.2402,0.2391,SUPPRESS,0.0,3,3,Aine,WIN,1,1.88,Cinating,LOSE,4,-1.0,Cinating,LOSE,4,-1.0,Cinating,LOSE,4,-1.0,3
2026-05-10,Leopardstown,1:20,rac_11957673,Halon Bay (IRE),11.0,Goomah,PLACE,3,2.62,-1.0,A,0.3523,0.2497,0.3335,0.8896,SUPPRESS,5.0,1,1,Goomah,PLACE,3,-1.0,Cosmic Funk,LOSE,5,-1.0,,,,0.0,,,,0.0,1
2026-05-10,Leopardstown,1:55,rac_11957686,Cannes (IRE),1.8,Cannes,WIN,1,1.8,0.8,A,0.4286,0.3597,0.3384,0.9172,SUPPRESS,5.0,2,2,Almazann,PLACE,2,-1.0,Cannes,WIN,1,0.8,,,,0.0,Cannes,WIN,1,0.8,2
2026-05-10,Leopardstown,2:30,rac_11938524,City Of Memphis (IRE),2.75,City Of Memphis,WIN,1,2.75,1.75,B,0.1736,0.0801,0.0283,0.4505,SUPPRESS,21.0,3,4,City Of Memphis,WIN,1,1.75,City Of Memphis,WIN,1,1.75,Carla Ridge,LOSE,6,-1.0,City Of Memphis,WIN,1,1.75,3
2026-05-10,Leopardstown,3:05,rac_11957699,Catalina Delcarpio (IRE),4.33,Alcantor,LOSE,4,4.33,-1.0,C,0.176,0.0312,0.0242,0.4045,SUPPRESS,15.0,2,2,Tokenomics,PLACE,2,-1.0,Excellent Believe,PLACE,3,-1.0,Alcantor,LOSE,4,-1.0,Alcantor,LOSE,4,-1.0,2
2026-05-10,Leopardstown,3:40,rac_11957712,James J Braddock (GB),10.0,Pierre Bonnard,PLACE,2,1.83,-1.0,A,0.4313,0.3032,0.0372,0.9741,SUPPRESS,10.0,3,4,Pierre Bonnard,PLACE,2,-1.0,Endorsement,PLACE,3,-1.0,Pierre Bonnard,PLACE,2,-1.0,Pierre Bonnard,PLACE,2,-1.0,3
2026-05-10,Leopardstown,4:15,rac_11957725,Johanna Walsh (IRE),3.25,Beatific,LOSE,5,4.0,-1.0,A,0.3389,0.1785,0.4098,0.8323,SUPPRESS,0.0,2,2,Beatific,LOSE,5,-1.0,Johanna Walsh,WIN,1,2.25,,,,0.0,Beatific,LOSE,5,-1.0,2
2026-05-10,Leopardstown,4:50,rac_11957738,Truth Be Told (IRE),9.5,Genoah,LOSE,9,11.0,-1.0,B,0.1742,0.0567,0.1253,0.3814,,,1,1,Diamond Exchange,UNMATCHED,,0.0,Akecheta,LOSE,5,-1.0,Truth Be Told,WIN,1,8.5,Genoah,LOSE,9,-1.0,1
2026-05-10,Leopardstown,5:20,rac_11957751,Darius Dark (IRE),4.5,Servare,LOSE,6,12.0,-1.0,B,0.2883,0.0284,0.0693,0.5085,SUPPRESS,19.0,2,2,Darius Dark,WIN,1,3.5,Servare,LOSE,6,-1.0,,,,0.0,Servare,LOSE,6,-1.0,2
2026-05-10,Ludlow,2:17,rac_11927461,Silvereen (GB),2.2,First Candidate,UNMATCHED,,,0.0,A,0.5978,0.3804,0.3427,0.798,SUPPRESS,6.0,4,10,First Candidate,UNMATCHED,,0.0,First Candidate,UNMATCHED,,0.0,First Candidate,UNMATCHED,,0.0,First Candidate,UNMATCHED,,0.0,4
2026-05-10,Ludlow,2:52,rac_11927513,Son Of Tyran (GB),4.0,Shorten Sassy,LOSE,5,4.5,-1.0,C,0.1968,0.0174,0.038,0.499,SUPPRESS,27.0,2,4,Son Of Tyran,WIN,1,3.0,Shorten Sassy,LOSE,5,-1.0,,,,0.0,Shorten Sassy,LOSE,5,-1.0,2
2026-05-10,Ludlow,3:27,rac_11927474,Zacony Rebel (IRE),4.0,Hall Lane,PLACE,2,3.75,-1.0,B,0.2633,0.0236,0.0142,0.5814,SUPPRESS,21.0,2,4,Hall Lane,PLACE,2,-1.0,Hall Lane,PLACE,2,-1.0,Redbridge Rambler,UNMATCHED,,0.0,Law Of Supply,UNMATCHED,,0.0,2
2026-05-10,Ludlow,4:02,rac_11927500,Pergamon (FR),2.2,Ufouria,PLACE,3,9.0,-1.0,A,0.3415,0.0169,0.0659,0.5726,SUPPRESS,18.0,1,1,Pergamon,WIN,1,1.2000000000000002,Pergamon,WIN,1,1.2000000000000002,Ufouria,PLACE,3,-1.0,Pergamon,WIN,1,1.2000000000000002,3
2026-05-10,Ludlow,4:37,rac_11927487,Regal Renaissance (GB),2.2,Claim Du Brizais,PLACE,2,2.62,-1.0,C,0.297,0.021,0.0039,0.4156,SUPPRESS,13.0,2,3,Regal Renaissance,WIN,1,1.2000000000000002,Claim Du Brizais,PLACE,2,-1.0,Claim Du Brizais,PLACE,2,-1.0,Regal Renaissance,WIN,1,1.2000000000000002,2
2026-05-10,Ludlow,5:10,rac_11927526,Jafimgoso (GB),5.5,Jour d'Orage,LOSE,8,19.0,-1.0,B,0.2267,0.0184,0.0803,0.6937,,,0,1,Jafimgoso,WIN,1,4.5,Snapius,PLACE,2,-1.0,,,,0.0,Jafimgoso,WIN,1,4.5,2
2026-05-14,CLO,4:47,rac_11965122,Rocky's Howya (IRE),3.75,Lightkeeper,PU,PU,6.5,-1.0,C,0.1682,0.0579,0.0391,0.4196,SUPPRESS,28.0,1,1,Lightkeeper,PU,PU,-1.0,Rocky's Howya,WIN,1,2.75,Woodstream Lad,PLACE,2,-1.0,Howya,WIN,1,2.75,1
2026-05-14,CLO,5:20,rac_11965135,Minella Diamond (IRE),4.5,Springhill Warrior,PLACE,3,1.53,-1.0,B,0.2967,0.5164,0.574,0.9898,SUPPRESS,22.0,4,5,Springhill Warrior,PLACE,3,-1.0,Springhill Warrior,PLACE,3,-1.0,Springhill Warrior,PLACE,3,-1.0,Springhill Warrior,PLACE,3,-1.0,4
2026-05-14,CLO,5:50,rac_11965148,Hob's Angel (IRE),10.0,Cruisin Susan,LOSE,6,41.0,-1.0,X,0.1341,0.0378,0.1676,0.3033,WEAK_SIGNAL,35.0,0,0,Sarah's Express,LOSE,9,-1.0,Kilbarry Ce Ce,LOSE,12,-1.0,,,,0.0,Carlas Big Jim,UNMATCHED,,0.0,1
2026-05-14,CLO,6:20,rac_11967488,Loi Des Jeux (FR),2.88,Amron Diamond,LOSE,13,9.5,-1.0,C,0.1181,0.0169,0.0965,0.4325,,,0,0,Loi Des Jeux,WIN,1,1.88,Loi Des Jeux,WIN,1,1.88,Finnicky Filly,LOSE,6,-1.0,Finnicky Filly,LOSE,6,-1.0,2
2026-05-14,CLO,6:50,rac_11965161,Colleen Danu (IRE),12.0,Le Diablo,LOSE,7,4.0,-1.0,B,0.198,0.06,0.1406,0.42,SUPPRESS,14.0,1,1,Oh So Charming,LOSE,5,-1.0,Ishan,LOSE,8,-1.0,Penny Express,PU,PU,-1.0,Le Diablo,LOSE,7,-1.0,1
2026-05-14,CLO,7:20,rac_11965174,Jumbos Jet (IRE),4.0,Nirisque,LOSE,6,2.2,-1.0,B,0.1389,0.1978,0.3823,0.8897,SUPPRESS,20.0,3,3,Nirisque,LOSE,6,-1.0,Nirisque,LOSE,6,-1.0,,,,0.0,Nirisque,LOSE,6,-1.0,3
2026-05-14,CLO,7:50,rac_11965187,Chanceawetmorning (IRE),2.1,Eye Of A Tiger,LOSE,5,12.0,-1.0,B,0.163,0.0332,0.1011,0.395,SUPPRESS,17.0,1,1,Chanceawetmorning,WIN,1,1.1,Chanceawetmorning,WIN,1,1.1,Theflyingbee,PLACE,2,-1.0,Eye Of A Tiger,LOSE,5,-1.0,2
2026-05-14,CLO,8:20,rac_11965200,Mindyourheadmike (IRE),11.0,Martymill,LOSE,0,3.75,-1.0,A,0.4187,0.7458,0.6364,0.9063,SUPPRESS,12.0,1,1,Lirakali,PLACE,2,-1.0,Martymill,LOSE,0,-1.0,,,,0.0,,,,0.0,1
2026-05-14,Fontwell,5:34,rac_11928033,Hidden Fortune (IRE),4.5,Flash Bardot,PLACE,2,5.5,-1.0,B,0.2676,0.1857,0.2338,0.6378,SUPPRESS,9.0,3,5,Flash Bardot,PLACE,2,-1.0,Flash Bardot,PLACE,2,-1.0,,,,0.0,Flash Bardot,PLACE,2,-1.0,3
2026-05-14,Fontwell,6:10,rac_11928046,Belgarum (IRE),23.0,Taritino,LOSE,6,6.0,-1.0,B,0.2427,0.0254,0.0606,0.1189,SUPPRESS,11.0,0,1,Bel Ombre,PLACE,3,-1.0,Oakley,PLACE,2,-1.0,Sun Joy,LOSE,7,-1.0,Oakley,PLACE,2,-1.0,2
2026-05-14,Fontwell,6:40,rac_11928059,Lunar Ocean (IRE),7.0,Lunar Ocean,WIN,1,7.0,6.0,B,0.3088,0.0223,0.0803,0.8131,SUPPRESS,32.0,0,0,Misteroddsocks,PLACE,3,-1.0,Misteroddsocks,PLACE,3,-1.0,Lord Maher,LOSE,5,-1.0,Ballyfinn,LOSE,4,-1.0,2
2026-05-14,Fontwell,7:10,rac_11928085,Gone Country (IRE),7.0,Hurst Hill,LOSE,7,6.5,-1.0,X,0.1384,0.0096,0.0303,0.2053,WEAK_SIGNAL,39.0,2,2,Counteract,LOSE,10,-1.0,Hurst Hill,LOSE,7,-1.0,Renoir,LOSE,6,-1.0,Hurst Hill,LOSE,7,-1.0,2
2026-05-14,Fontwell,7:40,rac_11928072,Holy Legend (GB),5.0,Millies Mite,LOSE,6,29.0,-1.0,B,0.1811,0.0118,0.0266,0.5694,WEAK_SIGNAL,43.0,0,0,Saint Polo,LOSE,7,-1.0,Model Approach,PU,PU,-1.0,Ballywood,LOSE,5,-1.0,Grain Trade,PLACE,3,-1.0,1
2026-05-14,Fontwell,8:10,rac_11928098,Cameron De Fiacre (FR),3.25,Red One,PLACE,2,4.0,-1.0,C,0.1248,0.0788,0.0837,0.0549,SUPPRESS,0.0,1,6,Red One,PLACE,2,-1.0,Short Sell,LOSE,8,-1.0,,,,0.0,,,,0.0,1
2026-05-14,Perth,1:58,rac_11927994,Kibris (IRE),13.0,Lexington Wood,PLACE,2,1.57,-1.0,B,0.2344,0.2474,0.2361,0.7642,SUPPRESS,10.0,2,6,Lexington Wood,PLACE,2,-1.0,Scriabin,LOSE,4,-1.0,Scriabin,LOSE,4,-1.0,Lexington Wood,PLACE,2,-1.0,2
2026-05-14,Perth,2:33,rac_11927968,Largy Force (IRE),2.25,Cosmic Blizzard,LOSE,5,15.0,-1.0,X,0.21,0.0095,0.0091,0.3039,SUPPRESS,27.0,0,0,Largy Force,WIN,1,1.25,Largy Force,WIN,1,1.25,Busty Boy,LOSE,4,-1.0,Largy Force,WIN,1,1.25,3
2026-05-14,Perth,3:08,rac_11927981,Dubhain (IRE),5.0,Dalileo,UNMATCHED,,,0.0,C,0.1787,0.0149,0.0872,0.4816,SUPPRESS,21.0,0,0,Moyganny Phil,UR,UR,-1.0,Moyganny Phil,UR,UR,-1.0,Carismatic Soldier,UNMATCHED,,0.0,Bold Light,PLACE,3,-1.0,2
2026-05-14,Perth,3:43,rac_11967514,Kado Sacree (FR),2.2,Getaway Master,UNMATCHED,,,0.0,A,0.3376,0.0258,0.1163,0.6498,WEAK_SIGNAL,47.0,2,2,Kado Sacree,WIN,1,1.2000000000000002,Atlantic City,UNMATCHED,,0.0,Getaway Master,UNMATCHED,,0.0,Getaway Master,UNMATCHED,,0.0,2
2026-05-14,Perth,4:18,rac_11927955,Castle Ivers (IRE),4.33,Just Dottie,UNMATCHED,,,0.0,B,0.2946,0.0184,0.0807,0.5751,SUPPRESS,16.0,2,3,Trust House,PLACE,2,-1.0,Trust House,PLACE,2,-1.0,Just Dottie,UNMATCHED,,0.0,Just Dottie,UNMATCHED,,0.0,2
2026-05-14,Perth,4:55,rac_11928007,Sir Carnegie (IRE),2.88,Traveling Soldier,PU,PU,8.0,-1.0,B,0.2502,0.0537,0.032,0.8743,WEAK_SIGNAL,37.0,2,6,Traveling Soldier,PU,PU,-1.0,Carrigeen Castle,PU,PU,-1.0,Traveling Soldier,PU,PU,-1.0,Carrigeen Castle,PU,PU,-1.0,2
2026-05-14,Perth,5:28,rac_11928020,Hold The Throw (IRE),3.75,Sea Tempest,LOSE,4,2.1,-1.0,B,0.2578,0.1424,0.0852,0.2179,SUPPRESS,6.0,3,8,Sea Tempest,LOSE,4,-1.0,Hold The Throw,WIN,1,2.75,Sea Tempest,LOSE,4,-1.0,Sea Tempest,LOSE,4,-1.0,3
2026-05-14,Salisbury,2:08,rac_11930633,Safari Dream (IRE),4.0,Distant Rumble,PLACE,2,11.0,-1.0,B,0.1964,0.007,0.0373,0.4286,SUPPRESS,29.0,0,0,Mumayaz,LOSE,4,-1.0,Strike,PLACE,3,-1.0,Arabian Cobra,LOSE,8,-1.0,Ararat,LOSE,7,-1.0,1
2026-05-14,Salisbury,2:40,rac_11930568,Alfred Boucher (GB),23.0,Personal Best,LOSE,4,3.25,-1.0,C,0.1718,0.0133,0.0266,0.4059,SUPPRESS,11.0,0,2,Cruden,LOSE,5,-1.0,Gallivanted,LOSE,8,-1.0,Tryfan,LOSE,7,-1.0,Gallivanted,LOSE,8,-1.0,2
2026-05-14,Salisbury,3:18,rac_11930581,Orthodox (GB),1.67,Orthodox,WIN,1,1.67,0.6699999999999999,A,0.3658,0.1976,0.0872,0.5801,SUPPRESS,5.0,2,4,Orthodox,WIN,1,0.6699999999999999,Orthodox,WIN,1,0.6699999999999999,,,,0.0,,,,0.0,2
2026-05-14,Salisbury,3:53,rac_11930607,Wareeth (IRE),1.73,Wareeth,WIN,1,1.73,0.73,A,0.5541,0.5092,0.2901,0.8146,SUPPRESS,9.0,2,11,Wareeth,WIN,1,0.73,Ancestor,LOSE,4,-1.0,,,,0.0,Wareeth,WIN,1,0.73,2
2026-05-14,Salisbury,4:28,rac_11930594,Pierian (GB),2.75,Alma Latina,PLACE,2,2.1,-1.0,B,0.2512,0.2005,0.2025,0.6327,SUPPRESS,2.0,2,5,Alma Latina,PLACE,2,-1.0,Pierian,WIN,1,1.75,,,,0.0,Alma Latina,PLACE,2,-1.0,2
2026-05-14,Salisbury,5:03,rac_11930620,Stage Show (GB),67.0,Kotari,LOSE,6,3.25,-1.0,B,0.3089,0.0768,0.015,0.8711,WEAK_SIGNAL,35.0,3,10,Kotari,LOSE,6,-1.0,Market House,LOSE,4,-1.0,Kotari,LOSE,6,-1.0,Kotari,LOSE,6,-1.0,3
2026-05-14,Salisbury,5:40,rac_11930646,Maid In Devon (GB),6.0,Rogue Rebellion,LOSE,9,7.0,-1.0,B,0.1883,0.0155,0.0919,0.6239,WEAK_SIGNAL,39.0,1,7,Fullstop,LOSE,6,-1.0,Apex Star,LOSE,7,-1.0,,,,0.0,Rogue Rebellion,LOSE,9,-1.0,1
2026-05-14,YOR,1:45,rac_11930464,Persian Spring (IRE),4.5,Persian Spring,WIN,1,4.5,3.5,B,0.1612,0.0849,0.2281,0.395,SUPPRESS,10.0,2,3,Rock Steady Beat,LOSE,6,-1.0,Persian Spring,WIN,1,3.5,Persian Spring,WIN,1,3.5,,,,0.0,2
2026-05-14,YOR,2:20,rac_11930451,Jakajaro (IRE),15.0,Sports Coach,LOSE,6,12.0,-1.0,X,0.08,0.0038,0.0819,0.5564,WEAK_SIGNAL,40.0,0,0,Hammer The Hammer,LOSE,14,-1.0,Brazen Bolt,LOSE,7,-1.0,Toca Madera,LOSE,11,-1.0,Air Force One,LOSE,12,-1.0,1
2026-05-14,YOR,2:55,rac_11930425,Maybe Not (GB),19.0,Eldrickjones,LOSE,13,81.0,-1.0,X,0.0815,0.0038,0.0803,0.5589,WEAK_SIGNAL,48.0,1,1,Point Lynas,LOSE,4,-1.0,Sea Force,LOSE,18,-1.0,Eldrickjones,LOSE,13,-1.0,Sea Force,LOSE,18,-1.0,2
2026-05-14,YOR,3:30,rac_11901929,See The Fire (GB),1.83,See The Fire,WIN,1,1.83,0.8300000000000001,B,0.3036,0.107,0.0187,0.9509,,,3,11,See The Fire,WIN,1,0.8300000000000001,See The Fire,WIN,1,0.8300000000000001,Fallen Angel,LOSE,4,-1.0,See The Fire,WIN,1,0.8300000000000001,3
2026-05-14,YOR,4:05,rac_11901916,Item (GB),6.5,Action,PLACE,2,5.0,-1.0,B,0.241,0.027,0.0703,0.8168,SUPPRESS,12.0,2,4,Christmas Day,PLACE,3,-1.0,Christmas Day,PLACE,3,-1.0,Action,PLACE,2,-1.0,Action,PLACE,2,-1.0,2
2026-05-14,YOR,4:40,rac_11930438,Dickensian (GB),13.0,Aspect Island,PLACE,3,2.0,-1.0,B,0.1754,0.0539,0.0448,0.5621,SUPPRESS,10.0,2,8,Revival Power,LOSE,7,-1.0,Aspect Island,PLACE,3,-1.0,Revival Power,LOSE,7,-1.0,Aspect Island,PLACE,3,-1.0,2
2026-05-14,YOR,5:15,rac_11930477,Arc Ole Ole (GB),4.33,Tommo's Ginjaninja,LOSE,13,51.0,-1.0,C,0.1272,0.0051,0.0813,0.308,SUPPRESS,7.0,0,0,Arc Ole Ole,WIN,1,3.33,Sudbury Hill,LOSE,12,-1.0,Baltic Fleet,PLACE,3,-1.0,Arc Ole Ole,WIN,1,3.33,2
2026-05-15,Ain,4:35,,,,Road To Wembley,OPEN,,,0.0,B,0.3152,0.3901,0.1364,0.8663,,,4,11,Road To Wembley,OPEN,,0.0,Road To Wembley,OPEN,,0.0,Road To Wembley,OPEN,,0.0,Road To Wembley,OPEN,,0.0,4
2026-05-15,Ain,5:10,,,,Roaring Home,OPEN,,,0.0,B,0.2135,0.0183,0.0502,0.4712,,,0,0,Masked Dance,OPEN,,0.0,Atlantic City,OPEN,,0.0,Mermaids Cave,OPEN,,0.0,My Chiquita,OPEN,,0.0,1
2026-05-15,Ain,5:45,,,,Southoftheborder,OPEN,,,0.0,C,0.1588,0.0314,0.031,0.4584,,,0,1,My Noble Lord,OPEN,,0.0,Parisencore,OPEN,,0.0,Fringill Dike,OPEN,,0.0,My Noble Lord,OPEN,,0.0,2
2026-05-15,Ain,6:20,,,,Break Point,OPEN,,,0.0,X,0.1315,0.0094,0.0278,0.2504,,,0,0,Lightningupourdays,OPEN,,0.0,Brewin'upastorm,OPEN,,0.0,Luttrell Lad,OPEN,,0.0,Ike Sport,OPEN,,0.0,1
2026-05-15,Ain,6:55,,,,Taxus Baccata,OPEN,,,0.0,B,0.17,0.0271,0.1084,0.5346,,,0,0,Jacks Parrot,OPEN,,0.0,Regarde,OPEN,,0.0,Aboutdamntime,OPEN,,0.0,Bumpy Evans,OPEN,,0.0,1
2026-05-15,Ain,7:30,,,,Book Of Secrets,OPEN,,,0.0,B,0.1922,0.0218,0.066,0.3962,,,1,2,Spartan Times,OPEN,,0.0,Jamada,OPEN,,0.0,Book Of Secrets,OPEN,,0.0,Spartan Times,OPEN,,0.0,2
2026-05-15,Ain,8:05,,,,Mojo Ego,OPEN,,,0.0,B,0.2244,0.0133,0.0681,0.3057,,,1,1,Guet Apens,OPEN,,0.0,Caelan,OPEN,,0.0,Mojo Ego,OPEN,,0.0,Guet Apens,OPEN,,0.0,2
2026-05-15,Ain,8:40,,,,Laugusto,OPEN,,,0.0,X,0.0664,0.0293,0.0837,0.0085,,,0,1,Carrillo,OPEN,,0.0,Call Me Ken,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,HAM,5:30,,,,Wee Mary,OPEN,,,0.0,B,0.1665,0.0175,0.069,0.798,,,0,1,Tarlac,OPEN,,0.0,Until Dawn,OPEN,,0.0,,,,0.0,Thornaby Pearl,OPEN,,0.0,1
2026-05-15,HAM,6:05,,,,Waasil,OPEN,,,0.0,B,0.2534,0.1064,0.0872,0.2499,,,0,5,Ricky Punting,OPEN,,0.0,Ricky Punting,OPEN,,0.0,,,,0.0,,,,0.0,2
2026-05-15,HAM,6:40,,,,Gaelic Approach,OPEN,,,0.0,A,0.4501,0.1678,0.0265,0.9953,,,2,10,Gaelic Approach,OPEN,,0.0,My Ballyquinn,OPEN,,0.0,,,,0.0,Gaelic Approach,OPEN,,0.0,2
2026-05-15,HAM,7:15,,,,Humble Spark,OPEN,,,0.0,A,0.3465,0.0668,0.1385,0.9905,,,2,5,Tiernan,OPEN,,0.0,Humble Spark,OPEN,,0.0,Urban Road,OPEN,,0.0,Humble Spark,OPEN,,0.0,2
2026-05-15,HAM,7:50,,,,Naturalia,OPEN,,,0.0,B,0.1543,0.02,0.0778,0.8341,,,0,0,Draupnir,OPEN,,0.0,Flying Fletcher,OPEN,,0.0,Tee Aitch Aye,OPEN,,0.0,Austrian Theory,OPEN,,0.0,1
2026-05-15,HAM,8:25,,,,Welbury,OPEN,,,0.0,B,0.1639,0.0402,0.0097,0.269,,,3,8,Welbury,OPEN,,0.0,Welbury,OPEN,,0.0,,,,0.0,Welbury,OPEN,,0.0,3
2026-05-15,HAM,9:00,,,,Nakatomi,OPEN,,,0.0,B,0.1995,0.0277,0.0855,0.908,,,1,3,Uncle Liam,OPEN,,0.0,Nakatomi,OPEN,,0.0,,,,0.0,Pisanello,OPEN,,0.0,1
2026-05-15,Kilbeggan,4:45,,,,Try Them,OPEN,,,0.0,B,0.249,0.2045,0.4599,0.8779,,,1,2,Poet's Duke,OPEN,,0.0,Try Them,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Kilbeggan,5:20,,,,Metamorpheus,OPEN,,,0.0,X,0.0983,0.0096,0.0406,0.2308,,,0,0,Malbay Madness,OPEN,,0.0,Dairy Force,OPEN,,0.0,Kasper Hauser,OPEN,,0.0,,,,0.0,1
2026-05-15,Kilbeggan,5:55,,,,Springhill Warrior,OPEN,,,0.0,A,0.3922,0.4935,0.678,0.9928,,,3,4,Springhill Warrior,OPEN,,0.0,Springhill Warrior,OPEN,,0.0,Springhill Warrior,OPEN,,0.0,,,,0.0,3
2026-05-15,Kilbeggan,6:30,,,,Mystic Malina,OPEN,,,0.0,B,0.1735,0.0377,0.0368,0.5313,,,0,0,Mordor,OPEN,,0.0,Mordor,OPEN,,0.0,Digby,OPEN,,0.0,,,,0.0,2
2026-05-15,Kilbeggan,7:05,,,,Shellrunforbriggs,OPEN,,,0.0,B,0.156,0.1081,0.0854,0.3848,,,2,3,Shellrunforbriggs,OPEN,,0.0,In The Trenches,OPEN,,0.0,Shellrunforbriggs,OPEN,,0.0,,,,0.0,2
2026-05-15,Kilbeggan,7:40,,,,Tell Us This,OPEN,,,0.0,X,0.0973,0.014,0.0855,0.4413,,,0,0,Park That,OPEN,,0.0,Torquay Road,OPEN,,0.0,A Wave Of The Sea,OPEN,,0.0,,,,0.0,1
2026-05-15,Kilbeggan,8:15,,,,Returning Officer,OPEN,,,0.0,B,0.262,0.193,0.2449,0.3965,,,1,2,Returning Officer,OPEN,,0.0,World As One,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Leopardstown,5:05,,,,Florida Bay,OPEN,,,0.0,X,0.1872,0.0661,0.0872,0.2002,,,0,0,Chesham,OPEN,,0.0,King Of Cloughan,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Leopardstown,5:40,,,,Suspicious Mindz,OPEN,,,0.0,B,0.223,0.1854,0.4467,0.8093,,,2,3,Suspicious Mindz,OPEN,,0.0,Suspicious Mindz,OPEN,,0.0,,,,0.0,,,,0.0,2
2026-05-15,Leopardstown,6:12,,,,Sheamus Seimhiu,OPEN,,,0.0,C,0.1147,0.0183,0.0807,0.337,,,0,0,Java Wood,OPEN,,0.0,Land Of The Giants,OPEN,,0.0,Proleek Prince,OPEN,,0.0,,,,0.0,1
2026-05-15,Leopardstown,6:47,,,,Star Mind,OPEN,,,0.0,B,0.2191,0.1401,0.0875,0.709,,,0,1,Diamond Exchange,OPEN,,0.0,Chica Guerrera,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Leopardstown,7:22,,,,Scandinavia,OPEN,,,0.0,A,0.3484,0.3818,0.0308,0.8868,,,3,5,Scandinavia,OPEN,,0.0,Scandinavia,OPEN,,0.0,Scandinavia,OPEN,,0.0,,,,0.0,3
2026-05-15,Leopardstown,7:57,,,,Marians Gal,OPEN,,,0.0,B,0.1759,0.0757,0.1782,0.5878,,,0,0,Jurality,OPEN,,0.0,Tassarolo,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,Leopardstown,8:30,,,,Drucker,OPEN,,,0.0,B,0.3097,0.1124,0.1965,0.6435,,,2,3,Drucker,OPEN,,0.0,Drucker,OPEN,,0.0,Jabbar,OPEN,,0.0,,,,0.0,2
2026-05-15,NBY,2:08,,,,Jet Packer,OPEN,,,0.0,B,0.157,0.0146,0.0753,0.6632,,,0,0,Gone Rogue,OPEN,,0.0,Tilani,OPEN,,0.0,Pay Attention,OPEN,,0.0,Gone Rogue,OPEN,,0.0,2
2026-05-15,NBY,2:40,,,,Al Durry,OPEN,,,0.0,B,0.1359,0.0153,0.0882,0.6898,,,1,1,Celeborn,OPEN,,0.0,Clouds Hill,OPEN,,0.0,Parole d'Oro,OPEN,,0.0,Al Durry,OPEN,,0.0,1
2026-05-15,NBY,3:18,,,,Menhaal,OPEN,,,0.0,B,0.1958,0.1221,0.0872,0.275,,,2,7,Menhaal,OPEN,,0.0,Menhaal,OPEN,,0.0,,,,0.0,,,,0.0,2
2026-05-15,NBY,3:53,,,,Extremely Zain,OPEN,,,0.0,B,0.2291,0.2368,0.4962,0.8171,,,1,6,Erudition,OPEN,,0.0,Extremely Zain,OPEN,,0.0,,,,0.0,,,,0.0,1
2026-05-15,NBY,4:25,,,,Point Of Law,OPEN,,,0.0,B,0.3194,0.2725,0.3366,0.9263,,,4,13,Point Of Law,OPEN,,0.0,Point Of Law,OPEN,,0.0,Point Of Law,OPEN,,0.0,Point Of Law,OPEN,,0.0,4
2026-05-15,NBY,5:00,,,,Heyzoom,OPEN,,,0.0,B,0.255,0.174,0.2196,0.5213,,,2,6,Heyzoom,OPEN,,0.0,Tropbien,OPEN,,0.0,Echo Of Stars,OPEN,,0.0,Heyzoom,OPEN,,0.0,2
