model,scope,scope_value,log_loss,brier,top1,top3,ece,market_rank_lift,n_races,n_runners
hk_only_diagnostic,split,train,0.7962603463271112,0.03254922192922107,0.7532051282051282,0.9519230769230769,0.025995221344215367,1.9262820512820513,624,7388
hk_only_diagnostic,split,validation,1.0735150279498742,0.04430318749754915,0.5957446808510638,0.8962765957446809,0.016492846259091316,2.00531914893617,376,4483
hk_only_diagnostic,split,test,1.0710639577291383,0.05002467063828714,0.5172413793103449,0.9310344827586207,0.04582979504086014,1.7241379310344827,29,319
hk_only_diagnostic,jurisdiction,HK,1.0710639577291383,0.05002467063828714,0.5172413793103449,0.9310344827586207,0.04582979504086014,1.7241379310344827,29,319
hk_only_diagnostic,year,2023,1.0697369978750868,0.05602992844449259,0.42857142857142855,1.0,0.0721861408130223,1.4285714285714286,14,148
hk_only_diagnostic,year,2024,1.1338423125618207,0.0455459078815818,0.625,0.875,0.03652767720351647,1.875,8,96
hk_only_diagnostic,year,2025,1.0019711861998892,0.04390711156262457,0.5714285714285714,0.8571428571428571,0.0481785159015321,2.142857142857143,7,75
fr_only_diagnostic,split,train,1.3940624185906139,0.06482388023721039,0.5849056603773585,0.8702830188679245,0.04414647747995147,1.4103773584905661,424,4197
fr_only_diagnostic,split,validation,1.471007418198631,0.07747931043650186,0.46808510638297873,0.7801418439716312,0.01840304668717962,0.7730496453900709,141,1238
fr_only_diagnostic,split,test,1.4212382699670008,0.08501861683910333,0.4523809523809524,0.8095238095238095,0.0350288376959753,0.40476190476190477,84,683
fr_only_diagnostic,jurisdiction,FR,1.4212382699670008,0.08501861683910333,0.4523809523809524,0.8095238095238095,0.0350288376959753,0.40476190476190477,84,683
fr_only_diagnostic,year,2023,1.3868627410527758,0.09185842476872595,0.42424242424242425,0.8484848484848485,0.05203031812286698,0.21212121212121213,33,249
fr_only_diagnostic,year,2024,1.607069766267382,0.09174844634326897,0.375,0.71875,0.027556245049312315,0.4375,32,265
fr_only_diagnostic,year,2025,1.1679637737858017,0.06438833877354165,0.631578947368421,0.8947368421052632,0.04588930732915213,0.6842105263157895,19,169
jurisdiction_specific_calibration,split,train,1.4068004920480088,0.05809360127816169,0.5094339622641509,0.8377358490566038,0.02618617114499748,1.2254716981132074,1060,11757
jurisdiction_specific_calibration,split,validation,1.5665797246788897,0.0635386123370101,0.4225621414913958,0.7476099426386233,0.011150555164764488,1.05736137667304,523,5804
jurisdiction_specific_calibration,split,test,1.5148005529372397,0.07854221942719225,0.38596491228070173,0.7719298245614035,0.029361388887044013,0.37719298245614036,114,1014
jurisdiction_specific_calibration,jurisdiction,FR,1.4437476950871337,0.08598122029648715,0.36904761904761907,0.8095238095238095,0.03260685582421924,0.2976190476190476,84,683
jurisdiction_specific_calibration,jurisdiction,HK,1.7072968471468921,0.06288307830115568,0.4482758620689655,0.6896551724137931,0.03905019549630517,0.6551724137931034,29,319
jurisdiction_specific_calibration,jurisdiction,JPN,1.90084808026621,0.07141125488362991,0.0,0.0,0.08641555343379473,-1.0,1,12
jurisdiction_specific_calibration,year,2023,1.3841448789294255,0.08079562363553766,0.3404255319148936,0.8297872340425532,0.05402853442676793,0.2127659574468085,47,397
jurisdiction_specific_calibration,year,2024,1.6093457444165635,0.08273758914243674,0.3902439024390244,0.7073170731707317,0.03336072500063745,0.5609756097560976,41,373
jurisdiction_specific_calibration,year,2025,1.6018953155416626,0.06846240641694916,0.46153846153846156,0.7692307692307693,0.04438312894105098,0.38461538461538464,26,244
