race_id,horse_id,reason,detail
rp_WAR_20260520_2.30,rp_WAR_the_craftymaster,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_2.30,rp_WAR_madmoiselle_moss,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_edgewell,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_grand_sabre,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_john_w_creasy,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_testflight,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_tom_desjy,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_yes_and_yes,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.00,rp_WAR_the_moonlight_man,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.30,rp_WAR_full_force_gale,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.30,rp_WAR_king_of_the_story,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.30,rp_WAR_rangatira_jack,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_3.30,rp_WAR_jack_doyen,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_crest_of_stars,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_il_va_de_soi,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_norman_fletcher,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_jimmy_hurdstrom,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_la_vish,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_king_of_the_road,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.00,rp_WAR_champagne_twist,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.30,rp_WAR_allibaba,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
rp_WAR_20260520_4.30,rp_WAR_buxted_reel,RACE_UNRESOLVED,NO_CANDIDATE_FOUND
